"media-thumbnail-wrapper href","media-thumbnail-wrapper src","n","business-name href","business-name","categories 2","categories href 2","categories 3","categories href 3","rating href","count","ta-rating-wrapper href","ta-count","track-visit-website","track-visit-website href","menu","menu href","years-in-business src","count 2","label","amenities","amenities-icon href","amenities-icon href 2","amenities-icon href 3","amenities-icon href 4","amenities-icon href 5","amenities-info","amenities-info 2","amenities-info 3","amenities-info 4","amenities-info 5","phones","street-address","locality","price-range","open-status","open-status href","body","action","action href","action href 2"
"https://www.yellowpages.com/atlanta-ga/mip/bo-bo-garden-asian-cuisine-11724775?lid=11724775#gallery","https://i2.ypcdn.com/blob/9ad76dc095383eb388b6b59c86e968811d5bed9a_130x130_crop.jpg?1f13faf","11.","https://www.yellowpages.com/atlanta-ga/mip/bo-bo-garden-asian-cuisine-11724775","Bo Bo Garden Asian Cuisine","Chinese Restaurants","https://www.yellowpages.com/atlanta-ga/chinese-restaurants","Asian Restaurants","https://www.yellowpages.com/atlanta-ga/asian-restaurants","https://www.yellowpages.com/atlanta-ga/mip/bo-bo-garden-asian-cuisine-11724775#yp-rating","(1)","https://www.yellowpages.com/atlanta-ga/mip/bo-bo-garden-asian-cuisine-11724775#ta-rating","(43)","Website","http://www.bobogardenasian.com/","View Menu","https://www.yellowpages.com/atlanta-ga/mip/bo-bo-garden-asian-cuisine-11724775#open-menu","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","15 Years","in Business","Amenities:","[object Object]","[object Object]","[object Object]","","","Has Wifi","Serves alcohol","Takes reservations","","","(678) 547-1881","5181 Buford Hwy NE","Atlanta, GA 30340","$$","OPEN NOW","[object Object]","Such good food! Great for adventurous and picky eaters--the menu has a little bit of everything. The casseroles are my favorite--the black pepper seafood one is a must! Do get…","Order Online","http://redirect.singleapi.com/?trackingId=sp-l633997-t1-p17-rMJXS2YTPFVTWC4TEMVXA====","[object Object]"
"https://www.yellowpages.com/atlanta-ga/mip/ruby-tuesday-12057674","https://i4.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg?1f13faf","12.","https://www.yellowpages.com/atlanta-ga/mip/ruby-tuesday-12057674","Ruby Tuesday","American Restaurants","https://www.yellowpages.com/atlanta-ga/american-restaurants","Family Style Restaurants","https://www.yellowpages.com/atlanta-ga/family-style-restaurants","https://www.yellowpages.com/atlanta-ga/mip/ruby-tuesday-12057674#yp-rating","(2)","https://www.yellowpages.com/atlanta-ga/mip/ruby-tuesday-12057674#ta-rating","(272)","Website","http://www.ruby-tuesday.com/","View Menu","https://www.yellowpages.com/atlanta-ga/mip/ruby-tuesday-12057674#open-menu","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","52 Years","in Business","Amenities:","[object Object]","[object Object]","[object Object]","[object Object]","","Wheelchair accessible","Good for groups","Serves alcohol","Good for families","","(404) 559-4887","1230 Virginia Ave","Atlanta, GA 30344","$$","OPEN NOW","[object Object]","To whom it may concern, I Alexander Callis was in your restaurant on Nov.14 2008 and order the $5.99 deal but when my server can over I ask him about the $5.99 deal and he told…","Order Online","http://redirect.singleapi.com/?trackingId=sp-l39095-t1-p17-rOJ2WE6JNOR2WK43EMF4S2MZY","[object Object]"
"https://www.yellowpages.com/atlanta-ga/mip/burger-joy-bbq-wings-458821034?lid=458821034#gallery","https://i2.ypcdn.com/blob/47b88eb794f03febcfa5e6f80837a03394d7bf92_130x130_crop.jpg?1f13faf","13.","https://www.yellowpages.com/atlanta-ga/mip/burger-joy-bbq-wings-458821034","Burger Joy BBQ Wings","Asian Restaurants","https://www.yellowpages.com/atlanta-ga/asian-restaurants","Caterers","https://www.yellowpages.com/atlanta-ga/caterers","","","https://www.yellowpages.com/atlanta-ga/mip/burger-joy-bbq-wings-458821034#ta-rating","(4)","","","View Menu","https://www.yellowpages.com/atlanta-ga/mip/burger-joy-bbq-wings-458821034#open-menu","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","19 Years","in Business","Amenities:","[object Object]","","","","","Wheelchair accessible","","","","","(404) 588-0830","371 Boulevard SE","Atlanta, GA 30312","$","CLOSED NOW","[object Object]","","","",""
"https://www.yellowpages.com/atlanta-ga/mip/houlihans-451166489","https://i4.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg?1f13faf","14.","https://www.yellowpages.com/atlanta-ga/mip/houlihans-451166489","Houlihan's","American Restaurants","https://www.yellowpages.com/atlanta-ga/american-restaurants","Family Style Restaurants","https://www.yellowpages.com/atlanta-ga/family-style-restaurants","","","","","Website","http://www.houlihans.com/","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","40 Years","in Business","","","","","","","","","","","","(770) 394-8921","4505 Ashford Dunwoody Rd NE","Atlanta, GA 30346","","","","","","",""
"https://www.yellowpages.com/atlanta-ga/mip/the-vortex-6087869","https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-4.svg?1f13faf","15.","https://www.yellowpages.com/atlanta-ga/mip/the-vortex-6087869","The Vortex","American Restaurants","https://www.yellowpages.com/atlanta-ga/american-restaurants","Bars","https://www.yellowpages.com/atlanta-ga/bars","https://www.yellowpages.com/atlanta-ga/mip/the-vortex-6087869#yp-rating","(5)","https://www.yellowpages.com/atlanta-ga/mip/the-vortex-6087869#ta-rating","(923)","Website","http://www.thevortexbarandgrill.com/","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","28 Years","in Business","Amenities:","[object Object]","[object Object]","[object Object]","[object Object]","","Offers outdoor seating","Wheelchair accessible","Good for groups","Serves alcohol","","(404) 688-1828","438 Moreland Ave NE","Atlanta, GA 30307","$$","CLOSED NOW","[object Object]","After having an early dinner at a very upscale restaurant, and attending a local show at the Fox, we went back to our room at The Georgian, had a cocktail and decided we were…","","",""
"https://www.yellowpages.com/atlanta-ga/mip/star-provisions-3525983","https://i3.ypcdn.com/ypu/images/default-thumbnails/thumbnail-3.svg?1f13faf","16.","https://www.yellowpages.com/atlanta-ga/mip/star-provisions-3525983","Star Provisions","Family Style Restaurants","https://www.yellowpages.com/atlanta-ga/family-style-restaurants","Caterers","https://www.yellowpages.com/atlanta-ga/caterers","https://www.yellowpages.com/atlanta-ga/mip/star-provisions-3525983#yp-rating","(3)","","","","","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","31 Years","in Business","Amenities:","[object Object]","[object Object]","","","","Offers outdoor seating","Serves alcohol","","","","(404) 365-0410","1198 Howell Mill Rd NW","Atlanta, GA 30318","$$","CLOSED NOW","[object Object]","When I visit Star Provisions, it is usually for the sandwich shop. FYI: they are moving everything in the store except for the sandwich shop to another location in West Midtown…","Order Online","http://redirect.singleapi.com/?trackingId=sp-l1855386-t1-p17-rONQXM2JNOBZG65TJONUW63TTFU2Q====","[object Object]"
"https://www.yellowpages.com/atlanta-ga/mip/copelands-of-new-orleans-8091922?lid=8091922#gallery","https://i2.ypcdn.com/blob/22c2e25e6be6f671cae731e61378e5064080f742_130x130_crop.jpg?1f13faf","17.","https://www.yellowpages.com/atlanta-ga/mip/copelands-of-new-orleans-8091922","Copeland's of New Orleans","American Restaurants","https://www.yellowpages.com/atlanta-ga/american-restaurants","Seafood Restaurants","https://www.yellowpages.com/atlanta-ga/seafood-restaurants","https://www.yellowpages.com/atlanta-ga/mip/copelands-of-new-orleans-8091922#yp-rating","(3)","https://www.yellowpages.com/atlanta-ga/mip/copelands-of-new-orleans-8091922#ta-rating","(478)","Website","http://www.copelandsatlanta.com/","View Menu","https://www.yellowpages.com/atlanta-ga/mip/copelands-of-new-orleans-8091922#open-menu","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","41 Years","in Business","Amenities:","[object Object]","[object Object]","[object Object]","[object Object]","[object Object]","Offers outdoor seating","Wheelchair accessible","Has Wifi","Serves alcohol","Takes reservations","(770) 612-3311","3131 Cobb Pkwy SE Ste 200","Atlanta, GA 30339","$$","CLOSED NOW","[object Object]","Brunch! Brunch! Brunch! I absolutely love the options in their brunch buffet but you definitely have to get there early to avoid the hour wait time to be seated. They keep the…","Order Online","http://redirect.singleapi.com/?trackingId=sp-l806187-t1-p17-rMNXXAZLMMFXGI4ZNN5TC23TFO4WW64TMMVQW44ZNGQ======","[object Object]"
"https://www.yellowpages.com/atlanta-ga/mip/goin-coastal-453957638","https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-6.svg?1f13faf","18.","https://www.yellowpages.com/atlanta-ga/mip/goin-coastal-453957638","Goin' Coastal","American Restaurants","https://www.yellowpages.com/atlanta-ga/american-restaurants","Caterers","https://www.yellowpages.com/atlanta-ga/caterers","https://www.yellowpages.com/atlanta-ga/mip/goin-coastal-453957638#yp-rating","(1)","","","Website","http://www.goincoastalseafood.com/","View Menu","https://www.yellowpages.com/atlanta-ga/mip/goin-coastal-453957638#open-menu","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","14 Years","in Business","Amenities:","[object Object]","[object Object]","[object Object]","[object Object]","","Wheelchair accessible","Has Wifi","Serves alcohol","Takes reservations","","(404) 941-9117","1021 Virginia Ave NE","Atlanta, GA 30306","$$","CLOSED NOW","[object Object]","You have to love a place that includes a ""I can't believe I drank that much last night"" biscuit!!  Awesome seafood and service, but I do miss that golf cart!""","","",""
"https://www.yellowpages.com/atlanta-ga/mip/market-restaurant-buckhead-475907917?lid=475907917#gallery","https://i2.ypcdn.com/blob/f404c3cc51b0915fc2321aad87fa5f0d868a5659_130x130_crop.jpg?1f13faf","19.","https://www.yellowpages.com/atlanta-ga/mip/market-restaurant-buckhead-475907917","Market Restaurant Buckhead","Family Style Restaurants","https://www.yellowpages.com/atlanta-ga/family-style-restaurants","Take Out Restaurants","https://www.yellowpages.com/atlanta-ga/take-out-restaurants","https://www.yellowpages.com/atlanta-ga/mip/market-restaurant-buckhead-475907917#yp-rating","(1)","","","Website","http://www.marketbuckhead.com/","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","14 Years","in Business","Amenities:","[object Object]","[object Object]","[object Object]","[object Object]","","Wheelchair accessible","Good for groups","Has Wifi","Serves alcohol","","(404) 523-3600","3377 Peachtree Rd NE","Atlanta, GA 30326","","OPEN NOW","[object Object]","great service, delicious food, friendly team, try their meals.""","","",""
"https://www.yellowpages.com/atlanta-ga/mip/antica-posta-restaurant-11556365?lid=11556365#gallery","https://i2.ypcdn.com/blob/30a36a0b1c3b1bdd22e3d7d863b68918a8401530_130x130_crop.jpg?1f13faf","20.","https://www.yellowpages.com/atlanta-ga/mip/antica-posta-restaurant-11556365","Antica Posta Restaurant","Italian Restaurants","https://www.yellowpages.com/atlanta-ga/italian-restaurants","Family Style Restaurants","https://www.yellowpages.com/atlanta-ga/family-style-restaurants","https://www.yellowpages.com/atlanta-ga/mip/antica-posta-restaurant-11556365#yp-rating","(2)","https://www.yellowpages.com/atlanta-ga/mip/antica-posta-restaurant-11556365#ta-rating","(194)","Website","http://www.anticaposta.com/","View Menu","https://www.yellowpages.com/atlanta-ga/mip/antica-posta-restaurant-11556365#open-menu","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","67 Years","in Business","Amenities:","[object Object]","[object Object]","[object Object]","[object Object]","[object Object]","Wheelchair accessible","Good for groups","Has Wifi","Serves alcohol","Takes reservations","(404) 262-7112","519 E Paces Ferry Rd NE","Atlanta, GA 30305","$$$","CLOSED NOW","[object Object]","We were looking forward to a delicious italian dinner and bases on what we had heard, thought this place would deliver.  The staff was very attentive and helpful.  We were…","Order Online","http://redirect.singleapi.com/?trackingId=sp-l67702-t1-p17-rMFXHI2LDMEWXA33TORQS24TJON2G64TBNZ2GKLLUN5ZWGYLON4======","[object Object]"
"https://www.yellowpages.com/atlanta-ga/mip/atlanta-fish-market-5738121?lid=5738121#gallery","https://i2.ypcdn.com/blob/65f721379fc67967c99599869c7ffc4117dd665b_130x130_crop.jpg?1f13faf","21.","https://www.yellowpages.com/atlanta-ga/mip/atlanta-fish-market-5738121","Atlanta Fish Market","American Restaurants","https://www.yellowpages.com/atlanta-ga/american-restaurants","Seafood Restaurants","https://www.yellowpages.com/atlanta-ga/seafood-restaurants","https://www.yellowpages.com/atlanta-ga/mip/atlanta-fish-market-5738121#yp-rating","(11)","https://www.yellowpages.com/atlanta-ga/mip/atlanta-fish-market-5738121#ta-rating","(1312)","","","View Menu","https://www.yellowpages.com/atlanta-ga/mip/atlanta-fish-market-5738121#open-menu","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","31 Years","in Business","Amenities:","[object Object]","[object Object]","[object Object]","","","Wheelchair accessible","Good for groups","Serves alcohol","","","(404) 262-3165","265 Pharr Rd NE","Atlanta, GA 30305","$$","OPEN NOW","[object Object]","They are consistent every single time. Food is always made to order and on point and they are so clean. I wish there were more words to describe but you have to try it to…","Order Online","http://redirect.singleapi.com/?trackingId=sp-l693766-t1-p17-rMF2GYYLOORQS2ZTJONUC23LBOJVWK5A=","[object Object]"
"https://www.yellowpages.com/atlanta-ga/mip/pricci-12576029?lid=12576029#gallery","https://i2.ypcdn.com/blob/7214abe8e2411b1cf74df65955a8f14e6a25b5b7_130x130_crop.jpg?1f13faf","22.","https://www.yellowpages.com/atlanta-ga/mip/pricci-12576029","Pricci","Italian Restaurants","https://www.yellowpages.com/atlanta-ga/italian-restaurants","Banquet Halls & Reception Facilities","https://www.yellowpages.com/atlanta-ga/banquet-halls-reception-facilities","https://www.yellowpages.com/atlanta-ga/mip/pricci-12576029#yp-rating","(4)","https://www.yellowpages.com/atlanta-ga/mip/pricci-12576029#ta-rating","(524)","","","View Menu","https://www.yellowpages.com/atlanta-ga/mip/pricci-12576029#open-menu","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?1f13faf","39 Years","in Business","Amenities:","[object Object]","[object Object]","[object Object]","[object Object]","","Wheelchair accessible","Good for groups","Serves alcohol","Takes reservations","","(404) 237-2941","500 Pharr Rd NE","Atlanta, GA 30305","$$$","OPEN NOW","[object Object]","I've been going here for over 10 years! I really love their food & the service is always great! Wonderful for a birthday, special occasion, or date night.""","Order Online","http://redirect.singleapi.com/?trackingId=sp-l48745-t1-p17-rOBZGSY3DNE======","[object Object]"
